tx_id,category,payment_method,country,amount_eur,ts
20260607-00-00050,electronics,card,BE,219.95,2026-06-07T22:56:00
20260607-00-00051,home,card,DE,150.19,2026-06-07T20:26:00
20260607-00-00052,electronics,wallet,ES,178.25,2026-06-07T20:40:00
20260607-00-00053,home,transfer,IT,96.6,2026-06-07T10:16:00
20260607-00-00054,toys,wallet,FR,183.32,2026-06-07T04:30:00
20260607-00-00055,books,cash,NL,123.72,2026-06-07T17:26:00
20260607-00-00056,home,wallet,IT,64.24,2026-06-07T19:02:00
20260607-00-00057,electronics,card,ES,220.15,2026-06-07T03:54:00
20260607-00-00058,toys,wallet,BE,44.61,2026-06-07T02:13:00
20260607-00-00059,toys,cash,FR,198.02,2026-06-07T06:09:00
20260607-00-00060,sports,cash,DE,21.07,2026-06-07T02:59:00
20260607-00-00061,sports,card,IT,206.48,2026-06-07T22:22:00
20260607-00-00062,toys,wallet,IT,43.47,2026-06-07T17:26:00
20260607-00-00063,fashion,wallet,BE,214.34,2026-06-07T22:31:00
20260607-00-00064,sports,transfer,FR,204.59,2026-06-07T08:47:00
20260607-00-00065,sports,wallet,IT,11.35,2026-06-07T23:59:00
20260607-00-00066,fashion,cash,NL,25.08,2026-06-07T16:51:00
20260607-00-00067,sports,card,FR,26.3,2026-06-07T11:28:00
20260607-00-00068,electronics,card,IT,50.83,2026-06-07T16:54:00
20260607-00-00069,home,cash,DE,16.29,2026-06-07T06:49:00
20260607-00-00070,books,transfer,NL,200.07,2026-06-07T00:00:00
20260607-00-00071,groceries,cash,ES,72.55,2026-06-07T03:55:00
20260607-00-00072,toys,cash,NL,107.6,2026-06-07T19:58:00
20260607-00-00073,sports,wallet,FR,242.91,2026-06-07T16:42:00
20260607-00-00074,fashion,transfer,NL,104.73,2026-06-07T11:24:00
20260607-00-00075,sports,card,IT,184.84,2026-06-07T20:57:00
20260607-00-00076,books,transfer,NL,81.45,2026-06-07T02:54:00
20260607-00-00077,electronics,transfer,IT,220.56,2026-06-07T16:21:00
20260607-00-00078,toys,cash,NL,106.43,2026-06-07T06:34:00
20260607-00-00079,groceries,transfer,ES,211.76,2026-06-07T19:57:00
20260607-00-00080,books,cash,ES,37.31,2026-06-07T06:38:00
20260607-00-00081,electronics,card,NL,53.09,2026-06-07T17:03:00
20260607-00-00082,sports,wallet,FR,151.25,2026-06-07T15:33:00
20260607-00-00083,electronics,cash,BE,73.47,2026-06-07T13:07:00
20260607-00-00084,groceries,card,DE,232.82,2026-06-07T18:26:00
20260607-00-00085,home,transfer,IT,62.17,2026-06-07T09:12:00
20260607-00-00086,fashion,card,BE,182.93,2026-06-07T21:21:00
20260607-00-00087,sports,card,NL,210.84,2026-06-07T15:24:00
20260607-00-00088,sports,wallet,IT,47.34,2026-06-07T10:54:00
20260607-00-00089,home,cash,BE,195.54,2026-06-07T13:10:00
20260607-00-00090,fashion,cash,NL,86.94,2026-06-07T16:17:00
20260607-00-00091,toys,card,NL,117.5,2026-06-07T16:16:00
20260607-00-00092,books,card,BE,51.94,2026-06-07T16:47:00
20260607-00-00093,home,card,FR,11.29,2026-06-07T08:47:00
20260607-00-00094,sports,cash,BE,23.7,2026-06-07T03:46:00
20260607-00-00095,toys,wallet,FR,131.98,2026-06-07T00:10:00
20260607-00-00096,electronics,transfer,NL,137.23,2026-06-07T03:47:00
20260607-00-00097,electronics,transfer,NL,241.27,2026-06-07T09:09:00
20260607-00-00098,toys,transfer,IT,98.48,2026-06-07T12:37:00
20260607-00-00099,fashion,wallet,FR,194.8,2026-06-07T09:01:00
20260607-00-00100,groceries,card,NL,86.67,2026-06-07T09:07:00
20260607-00-00101,groceries,cash,ES,90.39,2026-06-07T01:45:00
20260607-00-00102,groceries,wallet,IT,4.08,2026-06-07T03:55:00
20260607-00-00103,fashion,card,DE,136.7,2026-06-07T15:02:00
20260607-00-00104,toys,wallet,NL,112.47,2026-06-07T03:54:00
20260607-00-00105,books,cash,NL,88.07,2026-06-07T16:03:00
20260607-00-00106,books,cash,NL,12.33,2026-06-07T17:12:00
20260607-00-00107,home,card,IT,208.14,2026-06-07T21:02:00
20260607-00-00108,books,wallet,IT,184.73,2026-06-07T14:38:00
20260607-00-00109,toys,cash,DE,225.66,2026-06-07T00:43:00
20260607-00-00110,home,cash,DE,175.35,2026-06-07T04:28:00
20260607-00-00111,groceries,card,ES,93.87,2026-06-07T20:26:00
20260607-00-00112,electronics,card,BE,135.71,2026-06-07T00:30:00
20260607-00-00113,toys,wallet,DE,10.91,2026-06-07T00:41:00
20260607-00-00114,toys,wallet,FR,36.42,2026-06-07T17:20:00
20260607-00-00115,toys,cash,NL,92.35,2026-06-07T18:47:00
20260607-00-00116,electronics,wallet,NL,35.7,2026-06-07T15:43:00
20260607-00-00117,fashion,wallet,NL,43.8,2026-06-07T18:48:00
20260607-00-00118,electronics,transfer,IT,237.02,2026-06-07T20:25:00
20260607-00-00119,toys,transfer,BE,121.86,2026-06-07T19:02:00
20260607-00-00120,sports,transfer,IT,244.32,2026-06-07T23:13:00
20260607-00-00121,toys,card,DE,187.89,2026-06-07T22:23:00
20260607-00-00122,books,card,FR,32.61,2026-06-07T14:23:00
20260607-00-00123,books,transfer,NL,231.8,2026-06-07T16:52:00
20260607-00-00124,books,card,DE,236.79,2026-06-07T15:59:00
20260607-00-00125,groceries,card,FR,26.49,2026-06-07T18:54:00
20260607-00-00126,fashion,cash,DE,93.25,2026-06-07T15:31:00
20260607-00-00127,groceries,transfer,NL,17.54,2026-06-07T05:14:00
20260607-00-00128,home,transfer,BE,168.04,2026-06-07T12:35:00
20260607-00-00129,electronics,wallet,BE,172.95,2026-06-07T16:13:00
20260607-00-00130,books,card,ES,130.97,2026-06-07T10:37:00
20260607-00-00131,electronics,transfer,FR,146.44,2026-06-07T07:17:00
20260607-00-00132,sports,transfer,NL,235.75,2026-06-07T07:20:00
20260607-00-00133,home,card,FR,227.6,2026-06-07T22:34:00
20260607-00-00134,electronics,transfer,BE,111.38,2026-06-07T07:32:00
20260607-00-00135,books,card,ES,135.27,2026-06-07T02:48:00
20260607-00-00136,books,cash,ES,243.47,2026-06-07T17:48:00
20260607-00-00137,sports,transfer,ES,19.43,2026-06-07T20:21:00
20260607-00-00138,fashion,wallet,DE,61.73,2026-06-07T04:20:00
20260607-00-00139,toys,cash,DE,94.26,2026-06-07T08:48:00
20260607-00-00140,toys,cash,NL,233.33,2026-06-07T07:44:00
20260607-00-00141,electronics,cash,IT,109.89,2026-06-07T05:45:00
20260607-00-00142,home,cash,BE,192.41,2026-06-07T17:12:00
20260607-00-00143,toys,card,NL,96.33,2026-06-07T18:21:00
20260607-00-00144,books,card,NL,198.33,2026-06-07T10:57:00
20260607-00-00145,sports,transfer,FR,112.72,2026-06-07T07:32:00
20260607-00-00146,books,card,BE,99.88,2026-06-07T15:44:00
20260607-00-00147,groceries,transfer,DE,134.69,2026-06-07T08:55:00
20260607-00-00148,groceries,wallet,BE,61.15,2026-06-07T19:48:00
20260607-00-00149,fashion,card,FR,81.46,2026-06-07T23:49:00
20260607-00-00150,toys,transfer,DE,73.25,2026-06-07T05:27:00
20260607-00-00151,groceries,card,FR,197.44,2026-06-07T23:01:00
20260607-00-00152,home,transfer,FR,92.92,2026-06-07T16:13:00
20260607-00-00153,books,cash,NL,163.72,2026-06-07T08:07:00
20260607-00-00154,home,wallet,NL,221.05,2026-06-07T19:50:00
20260607-00-00155,electronics,wallet,NL,212.47,2026-06-07T13:07:00
20260607-00-00156,groceries,transfer,IT,104.16,2026-06-07T23:22:00
20260607-00-00157,groceries,cash,NL,25.06,2026-06-07T00:58:00
20260607-00-00158,home,wallet,DE,41.92,2026-06-07T13:42:00
20260607-00-00159,electronics,card,IT,39.97,2026-06-07T11:41:00
20260607-00-00160,home,card,IT,153.63,2026-06-07T10:34:00
20260607-00-00161,books,transfer,IT,123.69,2026-06-07T11:59:00
20260607-00-00162,toys,cash,NL,79.74,2026-06-07T05:48:00
20260607-00-00163,fashion,cash,DE,54.97,2026-06-07T18:27:00
20260607-00-00164,toys,wallet,IT,212.2,2026-06-07T12:57:00
20260607-00-00165,books,cash,DE,207.37,2026-06-07T03:45:00
20260607-00-00166,home,cash,DE,154.41,2026-06-07T05:32:00
20260607-00-00167,fashion,cash,FR,96.31,2026-06-07T13:09:00
20260607-00-00168,groceries,transfer,FR,203.62,2026-06-07T11:17:00
20260607-00-00169,sports,cash,IT,135.59,2026-06-07T05:04:00
20260607-00-00170,home,wallet,DE,139.76,2026-06-07T07:13:00
20260607-00-00171,fashion,cash,FR,41.28,2026-06-07T00:02:00
20260607-00-00172,fashion,cash,ES,117.18,2026-06-07T01:04:00
20260607-00-00173,electronics,transfer,IT,146.07,2026-06-07T07:12:00
20260607-00-00174,electronics,card,DE,151.17,2026-06-07T11:30:00
20260607-00-00175,sports,wallet,DE,18.08,2026-06-07T06:39:00
20260607-00-00176,fashion,transfer,NL,67.59,2026-06-07T13:39:00
20260607-00-00177,books,card,NL,239.0,2026-06-07T17:08:00
20260607-00-00178,books,transfer,FR,183.8,2026-06-07T04:19:00
20260607-00-00179,books,wallet,BE,138.05,2026-06-07T18:10:00
20260607-00-00180,books,card,DE,249.28,2026-06-07T17:26:00
20260607-00-00181,groceries,transfer,ES,100.81,2026-06-07T05:50:00
20260607-00-00182,toys,transfer,FR,196.34,2026-06-07T20:30:00
20260607-00-00183,books,wallet,DE,141.77,2026-06-07T01:48:00
20260607-00-00184,toys,cash,BE,233.34,2026-06-07T22:00:00
20260607-00-00185,books,wallet,NL,193.99,2026-06-07T15:34:00
20260607-00-00186,electronics,cash,BE,147.01,2026-06-07T00:50:00
20260607-00-00187,sports,cash,FR,137.33,2026-06-07T13:48:00
20260607-00-00188,home,transfer,DE,84.39,2026-06-07T09:36:00
20260607-00-00189,groceries,wallet,NL,68.19,2026-06-07T08:36:00
20260607-00-00190,home,cash,ES,160.24,2026-06-07T14:26:00
20260607-00-00191,groceries,transfer,ES,80.69,2026-06-07T16:43:00
20260607-00-00192,fashion,cash,IT,178.14,2026-06-07T15:01:00
20260607-00-00193,fashion,transfer,FR,88.33,2026-06-07T19:17:00
20260607-00-00194,sports,cash,BE,48.01,2026-06-07T13:21:00
20260607-00-00195,groceries,transfer,FR,121.38,2026-06-07T07:12:00
20260607-00-00196,electronics,card,FR,13.5,2026-06-07T11:03:00
20260607-00-00197,groceries,cash,ES,19.21,2026-06-07T10:36:00
20260607-00-00198,groceries,transfer,ES,167.54,2026-06-07T21:12:00
20260607-00-00199,groceries,card,IT,24.98,2026-06-07T07:45:00
