tx_id,category,payment_method,country,amount_eur,ts
20260609-00-00059,groceries,card,DE,29.8,2026-06-09T20:48:00
20260609-00-00060,fashion,card,DE,210.1,2026-06-09T00:09:00
20260609-00-00061,toys,wallet,FR,75.73,2026-06-09T13:53:00
20260609-00-00062,home,cash,BE,183.52,2026-06-09T05:49:00
20260609-00-00063,sports,transfer,IT,45.18,2026-06-09T11:34:00
20260609-00-00064,books,card,FR,17.89,2026-06-09T03:06:00
20260609-00-00065,fashion,card,IT,205.62,2026-06-09T20:05:00
20260609-00-00066,electronics,wallet,FR,239.15,2026-06-09T09:11:00
20260609-00-00067,fashion,card,NL,66.05,2026-06-09T07:48:00
20260609-00-00068,books,wallet,ES,199.29,2026-06-09T07:29:00
20260609-00-00069,groceries,wallet,BE,87.11,2026-06-09T01:28:00
20260609-00-00070,sports,cash,BE,40.71,2026-06-09T21:00:00
20260609-00-00071,electronics,transfer,FR,14.29,2026-06-09T10:54:00
20260609-00-00072,sports,card,FR,117.71,2026-06-09T22:55:00
20260609-00-00073,toys,transfer,ES,206.13,2026-06-09T03:04:00
20260609-00-00074,fashion,cash,NL,54.37,2026-06-09T23:50:00
20260609-00-00075,home,transfer,IT,223.45,2026-06-09T11:23:00
20260609-00-00076,electronics,cash,FR,28.97,2026-06-09T01:38:00
20260609-00-00077,groceries,cash,NL,11.73,2026-06-09T23:40:00
20260609-00-00078,electronics,cash,IT,47.59,2026-06-09T18:32:00
20260609-00-00079,toys,transfer,FR,58.76,2026-06-09T20:27:00
20260609-00-00080,fashion,wallet,NL,70.49,2026-06-09T20:17:00
20260609-00-00081,toys,cash,DE,24.9,2026-06-09T00:58:00
20260609-00-00082,electronics,wallet,DE,105.1,2026-06-09T19:10:00
20260609-00-00083,home,wallet,FR,98.44,2026-06-09T08:03:00
20260609-00-00084,home,wallet,FR,222.72,2026-06-09T13:07:00
20260609-00-00085,toys,card,ES,39.41,2026-06-09T03:34:00
20260609-00-00086,toys,card,FR,58.63,2026-06-09T05:25:00
20260609-00-00087,home,transfer,DE,19.67,2026-06-09T19:20:00
20260609-00-00088,home,cash,BE,113.83,2026-06-09T04:39:00
20260609-00-00089,toys,card,BE,143.27,2026-06-09T13:55:00
20260609-00-00090,groceries,wallet,FR,94.44,2026-06-09T15:37:00
20260609-00-00091,fashion,transfer,BE,28.76,2026-06-09T20:10:00
20260609-00-00092,groceries,cash,NL,89.4,2026-06-09T01:16:00
20260609-00-00093,sports,card,ES,76.05,2026-06-09T16:33:00
20260609-00-00094,groceries,transfer,IT,136.48,2026-06-09T12:43:00
20260609-00-00095,sports,transfer,DE,177.07,2026-06-09T07:46:00
20260609-00-00096,groceries,wallet,IT,36.57,2026-06-09T03:00:00
20260609-00-00097,toys,cash,DE,51.42,2026-06-09T21:02:00
20260609-00-00098,sports,transfer,ES,220.18,2026-06-09T19:46:00
20260609-00-00099,sports,wallet,FR,209.32,2026-06-09T07:01:00
20260609-00-00100,sports,card,FR,140.44,2026-06-09T13:03:00
20260609-00-00101,electronics,card,ES,75.32,2026-06-09T09:35:00
20260609-00-00102,home,wallet,ES,198.09,2026-06-09T07:37:00
20260609-00-00103,electronics,card,ES,204.95,2026-06-09T04:38:00
20260609-00-00104,home,transfer,IT,205.94,2026-06-09T06:17:00
20260609-00-00105,sports,wallet,FR,182.48,2026-06-09T12:40:00
20260609-00-00106,books,transfer,NL,219.04,2026-06-09T16:21:00
20260609-00-00107,fashion,wallet,IT,191.28,2026-06-09T15:20:00
20260609-00-00108,home,card,DE,33.85,2026-06-09T20:05:00
20260609-00-00109,groceries,cash,FR,82.85,2026-06-09T01:25:00
20260609-00-00110,sports,cash,IT,238.2,2026-06-09T22:02:00
20260609-00-00111,fashion,cash,NL,112.01,2026-06-09T13:35:00
20260609-00-00112,fashion,cash,BE,50.58,2026-06-09T10:29:00
20260609-00-00113,books,card,FR,9.99,2026-06-09T05:55:00
20260609-00-00114,groceries,transfer,IT,26.11,2026-06-09T01:55:00
20260609-00-00115,books,transfer,DE,186.58,2026-06-09T23:07:00
20260609-00-00116,sports,wallet,BE,236.02,2026-06-09T14:41:00
20260609-00-00117,electronics,transfer,ES,13.04,2026-06-09T08:49:00
20260609-00-00118,electronics,transfer,BE,98.67,2026-06-09T11:05:00
20260609-00-00119,sports,cash,FR,103.84,2026-06-09T17:05:00
20260609-00-00120,groceries,cash,DE,94.14,2026-06-09T14:19:00
20260609-00-00121,sports,wallet,ES,55.4,2026-06-09T10:59:00
20260609-00-00122,sports,cash,FR,27.54,2026-06-09T00:25:00
20260609-00-00123,electronics,transfer,DE,42.06,2026-06-09T18:06:00
20260609-00-00124,fashion,wallet,DE,22.68,2026-06-09T11:11:00
20260609-00-00125,books,transfer,DE,113.23,2026-06-09T18:02:00
20260609-00-00126,electronics,cash,NL,36.39,2026-06-09T06:26:00
20260609-00-00127,toys,card,BE,13.17,2026-06-09T13:08:00
20260609-00-00128,sports,wallet,NL,10.01,2026-06-09T18:33:00
20260609-00-00129,fashion,wallet,DE,121.19,2026-06-09T00:57:00
20260609-00-00130,fashion,transfer,FR,88.67,2026-06-09T11:43:00
20260609-00-00131,toys,cash,IT,3.45,2026-06-09T05:10:00
20260609-00-00132,groceries,wallet,ES,139.53,2026-06-09T03:31:00
20260609-00-00133,toys,cash,DE,70.32,2026-06-09T15:13:00
20260609-00-00134,books,wallet,BE,224.84,2026-06-09T15:52:00
20260609-00-00135,books,card,NL,77.16,2026-06-09T06:31:00
20260609-00-00136,toys,cash,BE,190.65,2026-06-09T01:44:00
20260609-00-00137,fashion,card,IT,200.97,2026-06-09T15:02:00
20260609-00-00138,books,card,IT,183.29,2026-06-09T07:46:00
20260609-00-00139,groceries,wallet,NL,4.19,2026-06-09T22:11:00
20260609-00-00140,groceries,cash,FR,241.34,2026-06-09T09:47:00
20260609-00-00141,toys,transfer,FR,178.89,2026-06-09T11:17:00
20260609-00-00142,electronics,card,BE,73.37,2026-06-09T04:13:00
20260609-00-00143,groceries,card,DE,86.95,2026-06-09T14:19:00
20260609-00-00144,home,card,IT,150.85,2026-06-09T01:00:00
20260609-00-00145,groceries,transfer,BE,18.1,2026-06-09T00:59:00
20260609-00-00146,home,transfer,BE,242.13,2026-06-09T17:01:00
20260609-00-00147,toys,cash,FR,192.7,2026-06-09T16:06:00
20260609-00-00148,groceries,cash,IT,202.94,2026-06-09T11:11:00
20260609-00-00149,toys,wallet,DE,131.58,2026-06-09T17:29:00
20260609-00-00150,toys,transfer,FR,152.34,2026-06-09T09:57:00
20260609-00-00151,home,cash,ES,7.6,2026-06-09T12:39:00
20260609-00-00152,fashion,wallet,DE,222.58,2026-06-09T01:55:00
20260609-00-00153,books,cash,NL,111.36,2026-06-09T05:47:00
20260609-00-00154,fashion,card,IT,88.03,2026-06-09T18:07:00
20260609-00-00155,books,transfer,FR,134.39,2026-06-09T12:33:00
20260609-00-00156,electronics,cash,NL,164.4,2026-06-09T13:57:00
20260609-00-00157,sports,cash,ES,209.69,2026-06-09T19:06:00
20260609-00-00158,home,cash,IT,81.1,2026-06-09T23:07:00
20260609-00-00159,sports,cash,ES,118.37,2026-06-09T08:55:00
20260609-00-00160,electronics,wallet,NL,210.66,2026-06-09T04:12:00
20260609-00-00161,groceries,card,ES,217.56,2026-06-09T21:46:00
20260609-00-00162,electronics,transfer,NL,86.7,2026-06-09T05:12:00
20260609-00-00163,fashion,card,ES,20.55,2026-06-09T23:37:00
20260609-00-00164,toys,card,FR,8.28,2026-06-09T07:07:00
20260609-00-00165,groceries,cash,IT,193.13,2026-06-09T09:16:00
20260609-00-00166,toys,card,FR,241.05,2026-06-09T03:14:00
20260609-00-00167,electronics,cash,BE,21.92,2026-06-09T07:39:00
20260609-00-00168,electronics,cash,BE,214.44,2026-06-09T00:57:00
20260609-00-00169,fashion,card,IT,81.54,2026-06-09T16:23:00
20260609-00-00170,groceries,wallet,BE,143.36,2026-06-09T03:13:00
20260609-00-00171,fashion,card,ES,48.75,2026-06-09T04:07:00
20260609-00-00172,fashion,card,NL,72.31,2026-06-09T20:39:00
20260609-00-00173,sports,wallet,BE,30.55,2026-06-09T16:32:00
20260609-00-00174,sports,transfer,BE,19.16,2026-06-09T02:14:00
20260609-00-00175,fashion,transfer,ES,62.73,2026-06-09T13:59:00
20260609-00-00176,electronics,card,FR,123.05,2026-06-09T18:08:00
20260609-00-00177,fashion,wallet,IT,199.89,2026-06-09T22:29:00
20260609-00-00178,home,cash,DE,196.2,2026-06-09T06:35:00
20260609-00-00179,books,transfer,NL,114.77,2026-06-09T01:22:00
20260609-00-00180,toys,transfer,DE,25.09,2026-06-09T09:31:00
20260609-00-00181,books,wallet,ES,149.68,2026-06-09T02:16:00
20260609-00-00182,books,card,DE,52.2,2026-06-09T12:24:00
20260609-00-00183,sports,wallet,BE,144.71,2026-06-09T12:52:00
20260609-00-00184,sports,card,FR,238.92,2026-06-09T01:42:00
20260609-00-00185,groceries,card,ES,95.91,2026-06-09T06:28:00
20260609-00-00186,groceries,card,BE,40.02,2026-06-09T21:02:00
20260609-00-00187,books,wallet,DE,232.1,2026-06-09T07:21:00
20260609-00-00188,home,wallet,NL,72.95,2026-06-09T01:45:00
20260609-00-00189,groceries,card,ES,189.86,2026-06-09T09:33:00
20260609-00-00190,toys,card,IT,89.56,2026-06-09T01:17:00
20260609-00-00191,toys,card,IT,203.69,2026-06-09T07:18:00
20260609-00-00192,books,cash,BE,179.89,2026-06-09T17:06:00
20260609-00-00193,sports,card,NL,238.54,2026-06-09T06:21:00
20260609-00-00194,books,cash,FR,237.05,2026-06-09T04:08:00
20260609-00-00195,books,transfer,FR,110.07,2026-06-09T09:54:00
20260609-00-00196,groceries,wallet,NL,224.94,2026-06-09T06:32:00
20260609-00-00197,toys,cash,ES,90.12,2026-06-09T11:11:00
20260609-00-00198,electronics,cash,NL,92.92,2026-06-09T23:00:00
20260609-00-00199,electronics,card,FR,169.41,2026-06-09T02:46:00
