tx_id,category,payment_method,country,amount_eur,ts
20260608-00-00099,home,cash,ES,31.24,2026-06-08T04:30:00
20260608-00-00100,sports,transfer,BE,97.49,2026-06-08T21:14:00
20260608-00-00101,home,transfer,IT,50.37,2026-06-08T22:46:00
20260608-00-00102,toys,transfer,FR,167.22,2026-06-08T15:49:00
20260608-00-00103,electronics,wallet,IT,92.58,2026-06-08T19:04:00
20260608-00-00104,groceries,cash,IT,41.55,2026-06-08T17:10:00
20260608-00-00105,electronics,cash,IT,146.96,2026-06-08T09:27:00
20260608-00-00106,toys,wallet,FR,42.29,2026-06-08T18:32:00
20260608-00-00107,toys,transfer,FR,105.77,2026-06-08T22:29:00
20260608-00-00108,fashion,wallet,BE,112.54,2026-06-08T08:49:00
20260608-00-00109,electronics,wallet,NL,172.2,2026-06-08T04:00:00
20260608-00-00110,groceries,card,BE,46.63,2026-06-08T13:28:00
20260608-00-00111,fashion,cash,FR,178.96,2026-06-08T17:27:00
20260608-00-00112,electronics,wallet,ES,176.91,2026-06-08T22:49:00
20260608-00-00113,home,wallet,ES,91.81,2026-06-08T13:03:00
20260608-00-00114,fashion,card,NL,214.96,2026-06-08T19:20:00
20260608-00-00115,sports,cash,IT,36.8,2026-06-08T07:44:00
20260608-00-00116,sports,wallet,DE,82.51,2026-06-08T13:48:00
20260608-00-00117,fashion,card,DE,174.35,2026-06-08T07:05:00
20260608-00-00118,home,wallet,BE,232.98,2026-06-08T15:17:00
20260608-00-00119,fashion,wallet,IT,104.37,2026-06-08T09:58:00
20260608-00-00120,electronics,wallet,ES,79.58,2026-06-08T14:13:00
20260608-00-00121,home,wallet,DE,180.53,2026-06-08T23:58:00
20260608-00-00122,sports,wallet,NL,95.18,2026-06-08T08:59:00
20260608-00-00123,electronics,wallet,ES,194.24,2026-06-08T15:31:00
20260608-00-00124,home,cash,ES,190.01,2026-06-08T06:37:00
20260608-00-00125,books,wallet,IT,52.2,2026-06-08T22:55:00
20260608-00-00126,toys,transfer,BE,146.48,2026-06-08T22:48:00
20260608-00-00127,groceries,card,NL,27.93,2026-06-08T04:53:00
20260608-00-00128,sports,card,IT,123.84,2026-06-08T23:00:00
20260608-00-00129,sports,card,IT,168.28,2026-06-08T05:21:00
20260608-00-00130,fashion,wallet,DE,193.78,2026-06-08T20:55:00
20260608-00-00131,electronics,card,ES,243.14,2026-06-08T18:53:00
20260608-00-00132,electronics,wallet,BE,237.49,2026-06-08T03:33:00
20260608-00-00133,toys,wallet,ES,128.38,2026-06-08T16:32:00
20260608-00-00134,electronics,transfer,NL,200.69,2026-06-08T05:58:00
20260608-00-00135,electronics,card,DE,35.65,2026-06-08T03:23:00
20260608-00-00136,sports,wallet,DE,57.52,2026-06-08T03:36:00
20260608-00-00137,books,cash,FR,66.48,2026-06-08T09:27:00
20260608-00-00138,home,card,BE,26.56,2026-06-08T15:31:00
20260608-00-00139,fashion,wallet,FR,150.68,2026-06-08T14:22:00
20260608-00-00140,fashion,transfer,ES,175.21,2026-06-08T02:00:00
20260608-00-00141,books,wallet,BE,49.0,2026-06-08T19:49:00
20260608-00-00142,electronics,transfer,FR,138.73,2026-06-08T06:25:00
20260608-00-00143,electronics,wallet,IT,214.19,2026-06-08T01:57:00
20260608-00-00144,groceries,cash,NL,135.24,2026-06-08T16:02:00
20260608-00-00145,sports,transfer,DE,217.31,2026-06-08T05:57:00
20260608-00-00146,sports,wallet,IT,206.56,2026-06-08T09:05:00
20260608-00-00147,sports,cash,FR,47.29,2026-06-08T15:24:00
20260608-00-00148,sports,card,IT,55.38,2026-06-08T05:42:00
20260608-00-00149,sports,card,FR,76.79,2026-06-08T23:44:00
20260608-00-00150,groceries,wallet,NL,216.67,2026-06-08T11:25:00
20260608-00-00151,groceries,cash,BE,87.79,2026-06-08T11:01:00
20260608-00-00152,groceries,cash,IT,57.61,2026-06-08T06:13:00
20260608-00-00153,toys,transfer,DE,65.5,2026-06-08T07:32:00
20260608-00-00154,home,wallet,IT,9.82,2026-06-08T15:19:00
20260608-00-00155,books,card,NL,112.03,2026-06-08T08:12:00
20260608-00-00156,electronics,card,DE,171.32,2026-06-08T19:06:00
20260608-00-00157,books,cash,NL,212.81,2026-06-08T14:31:00
20260608-00-00158,home,cash,NL,135.81,2026-06-08T18:58:00
20260608-00-00159,fashion,cash,NL,133.66,2026-06-08T13:25:00
20260608-00-00160,books,transfer,BE,48.19,2026-06-08T14:03:00
20260608-00-00161,toys,card,DE,114.95,2026-06-08T07:54:00
20260608-00-00162,home,card,ES,52.61,2026-06-08T05:28:00
20260608-00-00163,books,wallet,FR,13.77,2026-06-08T18:01:00
20260608-00-00164,toys,cash,DE,201.74,2026-06-08T16:42:00
20260608-00-00165,electronics,card,ES,26.12,2026-06-08T06:11:00
20260608-00-00166,electronics,wallet,IT,112.61,2026-06-08T13:28:00
20260608-00-00167,home,card,ES,25.52,2026-06-08T14:25:00
20260608-00-00168,fashion,card,ES,156.85,2026-06-08T06:07:00
20260608-00-00169,electronics,cash,NL,138.48,2026-06-08T13:17:00
20260608-00-00170,groceries,card,ES,206.88,2026-06-08T21:34:00
20260608-00-00171,sports,cash,FR,124.9,2026-06-08T05:41:00
20260608-00-00172,books,cash,IT,80.09,2026-06-08T12:37:00
20260608-00-00173,home,card,NL,113.4,2026-06-08T13:23:00
20260608-00-00174,groceries,cash,IT,58.79,2026-06-08T10:18:00
20260608-00-00175,sports,cash,BE,73.18,2026-06-08T01:37:00
20260608-00-00176,sports,transfer,BE,208.17,2026-06-08T21:05:00
20260608-00-00177,books,cash,BE,93.0,2026-06-08T03:47:00
20260608-00-00178,fashion,cash,NL,146.44,2026-06-08T10:46:00
20260608-00-00179,fashion,cash,IT,242.65,2026-06-08T08:49:00
20260608-00-00180,books,card,ES,51.58,2026-06-08T17:52:00
20260608-00-00181,toys,wallet,DE,3.47,2026-06-08T07:00:00
20260608-00-00182,toys,cash,BE,122.95,2026-06-08T06:00:00
20260608-00-00183,fashion,card,BE,102.14,2026-06-08T20:15:00
20260608-00-00184,groceries,transfer,NL,92.54,2026-06-08T04:15:00
20260608-00-00185,books,cash,NL,112.65,2026-06-08T18:13:00
20260608-00-00186,fashion,card,DE,192.36,2026-06-08T12:22:00
20260608-00-00187,electronics,cash,BE,235.92,2026-06-08T03:36:00
20260608-00-00188,home,card,FR,157.62,2026-06-08T00:39:00
20260608-00-00189,toys,transfer,IT,31.33,2026-06-08T12:13:00
20260608-00-00190,fashion,wallet,FR,123.26,2026-06-08T18:05:00
20260608-00-00191,fashion,cash,FR,158.86,2026-06-08T17:53:00
20260608-00-00192,electronics,transfer,FR,101.82,2026-06-08T09:20:00
20260608-00-00193,home,transfer,IT,86.19,2026-06-08T14:13:00
20260608-00-00194,electronics,wallet,NL,178.36,2026-06-08T18:22:00
20260608-00-00195,electronics,transfer,NL,154.51,2026-06-08T20:28:00
20260608-00-00196,home,wallet,NL,238.28,2026-06-08T00:24:00
20260608-00-00197,electronics,wallet,FR,135.0,2026-06-08T10:22:00
20260608-00-00198,groceries,cash,BE,196.41,2026-06-08T19:39:00
20260608-00-00199,toys,card,DE,195.83,2026-06-08T03:01:00
