tx_id,category,payment_method,country,amount_eur,ts
20260602-00-00092,toys,cash,ES,240.97,2026-06-02T02:02:00
20260602-00-00093,sports,wallet,NL,80.93,2026-06-02T11:07:00
20260602-00-00094,fashion,card,BE,66.05,2026-06-02T07:44:00
20260602-00-00095,toys,card,BE,117.96,2026-06-02T13:05:00
20260602-00-00096,groceries,card,DE,88.34,2026-06-02T22:16:00
20260602-00-00097,toys,cash,DE,139.32,2026-06-02T02:45:00
20260602-00-00098,sports,transfer,DE,102.85,2026-06-02T18:46:00
20260602-00-00099,toys,transfer,BE,166.68,2026-06-02T20:39:00
20260602-00-00100,home,card,DE,13.95,2026-06-02T19:38:00
20260602-00-00101,home,cash,FR,157.94,2026-06-02T07:41:00
20260602-00-00102,books,card,FR,6.43,2026-06-02T21:36:00
20260602-00-00103,electronics,wallet,BE,146.45,2026-06-02T10:25:00
20260602-00-00104,sports,cash,FR,244.92,2026-06-02T21:24:00
20260602-00-00105,fashion,cash,NL,234.75,2026-06-02T10:17:00
20260602-00-00106,sports,cash,ES,115.75,2026-06-02T14:28:00
20260602-00-00107,fashion,transfer,DE,151.63,2026-06-02T01:08:00
20260602-00-00108,home,wallet,FR,115.9,2026-06-02T03:55:00
20260602-00-00109,groceries,card,IT,63.44,2026-06-02T17:38:00
20260602-00-00110,groceries,card,BE,220.84,2026-06-02T14:07:00
20260602-00-00111,toys,cash,DE,15.82,2026-06-02T22:21:00
20260602-00-00112,books,wallet,BE,8.18,2026-06-02T22:38:00
20260602-00-00113,home,wallet,ES,118.1,2026-06-02T16:30:00
20260602-00-00114,groceries,cash,IT,36.65,2026-06-02T03:42:00
20260602-00-00115,books,wallet,BE,76.5,2026-06-02T01:56:00
20260602-00-00116,electronics,card,BE,124.49,2026-06-02T11:49:00
20260602-00-00117,toys,wallet,FR,233.59,2026-06-02T02:57:00
20260602-00-00118,toys,cash,NL,23.13,2026-06-02T20:47:00
20260602-00-00119,groceries,cash,DE,220.33,2026-06-02T05:40:00
20260602-00-00120,electronics,cash,DE,95.34,2026-06-02T00:20:00
20260602-00-00121,books,wallet,DE,171.92,2026-06-02T16:03:00
20260602-00-00122,fashion,wallet,FR,60.34,2026-06-02T22:19:00
20260602-00-00123,home,transfer,NL,142.72,2026-06-02T18:35:00
20260602-00-00124,toys,wallet,IT,146.48,2026-06-02T03:14:00
20260602-00-00125,groceries,cash,BE,43.41,2026-06-02T03:33:00
20260602-00-00126,toys,card,IT,176.73,2026-06-02T18:33:00
20260602-00-00127,fashion,transfer,NL,148.91,2026-06-02T01:45:00
20260602-00-00128,electronics,wallet,ES,76.85,2026-06-02T16:58:00
20260602-00-00129,fashion,wallet,IT,146.3,2026-06-02T12:17:00
20260602-00-00130,sports,card,IT,220.17,2026-06-02T23:40:00
20260602-00-00131,sports,cash,NL,147.25,2026-06-02T16:15:00
20260602-00-00132,groceries,transfer,ES,24.85,2026-06-02T17:56:00
20260602-00-00133,fashion,card,IT,59.61,2026-06-02T12:49:00
20260602-00-00134,books,card,IT,246.36,2026-06-02T07:28:00
20260602-00-00135,home,transfer,NL,172.92,2026-06-02T03:24:00
20260602-00-00136,sports,card,FR,162.46,2026-06-02T10:42:00
20260602-00-00137,books,card,ES,156.0,2026-06-02T14:59:00
20260602-00-00138,sports,card,FR,201.24,2026-06-02T22:13:00
20260602-00-00139,electronics,transfer,DE,92.81,2026-06-02T18:40:00
20260602-00-00140,home,card,IT,227.49,2026-06-02T23:21:00
20260602-00-00141,groceries,wallet,DE,12.77,2026-06-02T20:03:00
20260602-00-00142,electronics,transfer,FR,35.42,2026-06-02T23:51:00
20260602-00-00143,fashion,cash,FR,179.38,2026-06-02T11:04:00
20260602-00-00144,books,cash,ES,240.76,2026-06-02T23:05:00
20260602-00-00145,sports,cash,ES,232.47,2026-06-02T13:22:00
20260602-00-00146,toys,card,BE,167.45,2026-06-02T20:44:00
20260602-00-00147,sports,transfer,NL,229.5,2026-06-02T00:52:00
20260602-00-00148,home,wallet,IT,216.96,2026-06-02T16:38:00
20260602-00-00149,books,transfer,BE,46.51,2026-06-02T15:24:00
20260602-00-00150,fashion,card,FR,136.07,2026-06-02T21:48:00
20260602-00-00151,electronics,cash,NL,205.54,2026-06-02T07:05:00
20260602-00-00152,toys,cash,IT,9.72,2026-06-02T14:25:00
20260602-00-00153,home,transfer,FR,65.95,2026-06-02T18:54:00
20260602-00-00154,sports,transfer,NL,177.07,2026-06-02T04:06:00
20260602-00-00155,toys,cash,BE,244.04,2026-06-02T04:35:00
20260602-00-00156,books,wallet,BE,237.28,2026-06-02T22:02:00
20260602-00-00157,groceries,transfer,ES,184.16,2026-06-02T21:36:00
20260602-00-00158,toys,cash,FR,170.16,2026-06-02T22:27:00
20260602-00-00159,home,wallet,IT,137.93,2026-06-02T22:03:00
20260602-00-00160,home,transfer,IT,151.92,2026-06-02T09:43:00
20260602-00-00161,home,wallet,ES,13.07,2026-06-02T13:14:00
20260602-00-00162,sports,cash,NL,204.03,2026-06-02T17:39:00
20260602-00-00163,books,transfer,NL,37.25,2026-06-02T04:39:00
20260602-00-00164,electronics,transfer,BE,41.45,2026-06-02T12:10:00
20260602-00-00165,fashion,wallet,IT,150.34,2026-06-02T14:05:00
20260602-00-00166,sports,cash,NL,201.28,2026-06-02T04:54:00
20260602-00-00167,fashion,transfer,ES,72.61,2026-06-02T16:34:00
20260602-00-00168,home,wallet,BE,225.88,2026-06-02T17:06:00
20260602-00-00169,home,cash,BE,172.67,2026-06-02T00:56:00
20260602-00-00170,toys,transfer,FR,29.67,2026-06-02T10:34:00
20260602-00-00171,fashion,cash,DE,84.43,2026-06-02T05:55:00
20260602-00-00172,sports,wallet,ES,179.05,2026-06-02T05:58:00
20260602-00-00173,electronics,transfer,FR,155.65,2026-06-02T16:43:00
20260602-00-00174,toys,cash,FR,95.73,2026-06-02T05:28:00
20260602-00-00175,toys,card,ES,198.68,2026-06-02T05:15:00
20260602-00-00176,home,transfer,IT,57.12,2026-06-02T11:54:00
20260602-00-00177,home,wallet,IT,171.62,2026-06-02T07:13:00
20260602-00-00178,home,transfer,DE,160.21,2026-06-02T21:57:00
20260602-00-00179,fashion,cash,IT,113.97,2026-06-02T03:31:00
20260602-00-00180,fashion,cash,ES,187.33,2026-06-02T03:11:00
20260602-00-00181,toys,cash,FR,185.92,2026-06-02T02:05:00
20260602-00-00182,toys,card,IT,33.86,2026-06-02T22:36:00
20260602-00-00183,toys,card,ES,161.42,2026-06-02T16:11:00
20260602-00-00184,toys,transfer,ES,55.66,2026-06-02T02:36:00
20260602-00-00185,groceries,wallet,BE,53.3,2026-06-02T16:43:00
20260602-00-00186,books,cash,BE,160.19,2026-06-02T08:26:00
20260602-00-00187,groceries,cash,BE,229.08,2026-06-02T22:38:00
20260602-00-00188,sports,card,BE,247.97,2026-06-02T18:00:00
20260602-00-00189,groceries,wallet,FR,125.29,2026-06-02T16:44:00
20260602-00-00190,home,card,NL,183.67,2026-06-02T01:36:00
20260602-00-00191,groceries,wallet,DE,238.22,2026-06-02T12:29:00
20260602-00-00192,home,transfer,DE,171.97,2026-06-02T22:38:00
20260602-00-00193,electronics,wallet,ES,211.48,2026-06-02T12:10:00
20260602-00-00194,sports,transfer,IT,210.76,2026-06-02T08:11:00
20260602-00-00195,fashion,card,ES,198.93,2026-06-02T02:01:00
20260602-00-00196,sports,cash,ES,183.82,2026-06-02T15:34:00
20260602-00-00197,electronics,transfer,FR,141.9,2026-06-02T04:20:00
20260602-00-00198,electronics,transfer,IT,45.93,2026-06-02T10:48:00
20260602-00-00199,toys,card,BE,232.73,2026-06-02T13:44:00
