tx_id,category,payment_method,country,amount_eur,ts
20260603-00-00038,groceries,card,IT,118.81,2026-06-03T00:53:00
20260603-00-00039,groceries,card,BE,109.39,2026-06-03T19:26:00
20260603-00-00040,home,cash,ES,155.06,2026-06-03T23:16:00
20260603-00-00041,toys,card,ES,115.71,2026-06-03T12:47:00
20260603-00-00042,groceries,transfer,ES,118.36,2026-06-03T07:23:00
20260603-00-00043,groceries,card,IT,242.46,2026-06-03T00:34:00
20260603-00-00044,sports,transfer,ES,55.14,2026-06-03T20:09:00
20260603-00-00045,books,cash,BE,149.76,2026-06-03T06:28:00
20260603-00-00046,home,wallet,ES,230.2,2026-06-03T23:47:00
20260603-00-00047,fashion,card,ES,195.72,2026-06-03T08:46:00
20260603-00-00048,toys,card,NL,34.0,2026-06-03T15:33:00
20260603-00-00049,groceries,wallet,NL,69.66,2026-06-03T02:05:00
20260603-00-00050,fashion,card,BE,77.08,2026-06-03T07:57:00
20260603-00-00051,sports,transfer,ES,97.75,2026-06-03T02:25:00
20260603-00-00052,electronics,card,IT,69.33,2026-06-03T12:45:00
20260603-00-00053,toys,transfer,ES,231.95,2026-06-03T14:50:00
20260603-00-00054,fashion,card,IT,71.13,2026-06-03T02:02:00
20260603-00-00055,sports,wallet,IT,75.22,2026-06-03T09:55:00
20260603-00-00056,toys,transfer,FR,163.43,2026-06-03T20:30:00
20260603-00-00057,sports,transfer,NL,53.97,2026-06-03T16:33:00
20260603-00-00058,home,transfer,NL,34.49,2026-06-03T22:55:00
20260603-00-00059,toys,cash,DE,46.87,2026-06-03T15:56:00
20260603-00-00060,fashion,transfer,ES,157.65,2026-06-03T23:56:00
20260603-00-00061,home,transfer,NL,42.59,2026-06-03T06:07:00
20260603-00-00062,home,cash,BE,76.28,2026-06-03T08:37:00
20260603-00-00063,sports,cash,BE,103.15,2026-06-03T16:57:00
20260603-00-00064,fashion,transfer,ES,242.38,2026-06-03T06:09:00
20260603-00-00065,groceries,transfer,BE,91.45,2026-06-03T05:59:00
20260603-00-00066,sports,cash,NL,177.36,2026-06-03T11:57:00
20260603-00-00067,books,wallet,FR,72.45,2026-06-03T15:14:00
20260603-00-00068,fashion,card,BE,36.21,2026-06-03T13:42:00
20260603-00-00069,books,wallet,IT,42.63,2026-06-03T11:00:00
20260603-00-00070,home,card,NL,88.86,2026-06-03T16:02:00
20260603-00-00071,sports,transfer,IT,140.43,2026-06-03T06:44:00
20260603-00-00072,groceries,wallet,DE,148.54,2026-06-03T09:00:00
20260603-00-00073,electronics,transfer,ES,93.93,2026-06-03T09:28:00
20260603-00-00074,toys,transfer,IT,144.75,2026-06-03T03:32:00
20260603-00-00075,books,transfer,NL,108.55,2026-06-03T11:48:00
20260603-00-00076,toys,cash,IT,89.11,2026-06-03T19:18:00
20260603-00-00077,fashion,wallet,FR,168.45,2026-06-03T07:58:00
20260603-00-00078,groceries,wallet,FR,66.1,2026-06-03T16:10:00
20260603-00-00079,groceries,card,IT,208.45,2026-06-03T19:03:00
20260603-00-00080,home,transfer,DE,185.23,2026-06-03T06:27:00
20260603-00-00081,fashion,wallet,DE,106.62,2026-06-03T18:40:00
20260603-00-00082,home,transfer,IT,103.27,2026-06-03T09:27:00
20260603-00-00083,books,wallet,ES,33.49,2026-06-03T21:24:00
20260603-00-00084,books,wallet,ES,150.34,2026-06-03T12:21:00
20260603-00-00085,fashion,wallet,DE,167.74,2026-06-03T19:13:00
20260603-00-00086,electronics,card,FR,52.02,2026-06-03T08:43:00
20260603-00-00087,toys,cash,BE,15.08,2026-06-03T04:57:00
20260603-00-00088,sports,card,NL,165.04,2026-06-03T12:02:00
20260603-00-00089,electronics,card,IT,3.24,2026-06-03T12:50:00
20260603-00-00090,groceries,wallet,BE,179.23,2026-06-03T11:51:00
20260603-00-00091,books,wallet,BE,66.28,2026-06-03T14:05:00
20260603-00-00092,books,transfer,FR,128.88,2026-06-03T09:33:00
20260603-00-00093,toys,wallet,ES,47.12,2026-06-03T14:56:00
20260603-00-00094,fashion,transfer,BE,16.55,2026-06-03T21:28:00
20260603-00-00095,sports,cash,DE,197.93,2026-06-03T12:44:00
20260603-00-00096,books,cash,BE,207.88,2026-06-03T13:21:00
20260603-00-00097,home,transfer,BE,244.54,2026-06-03T02:53:00
20260603-00-00098,sports,cash,FR,115.78,2026-06-03T13:40:00
20260603-00-00099,toys,wallet,NL,59.12,2026-06-03T00:13:00
20260603-00-00100,fashion,wallet,FR,35.88,2026-06-03T19:55:00
20260603-00-00101,sports,transfer,NL,12.45,2026-06-03T23:14:00
20260603-00-00102,electronics,transfer,NL,3.33,2026-06-03T15:45:00
20260603-00-00103,books,cash,DE,156.64,2026-06-03T15:29:00
20260603-00-00104,toys,cash,BE,173.12,2026-06-03T00:02:00
20260603-00-00105,books,card,ES,195.97,2026-06-03T07:12:00
20260603-00-00106,electronics,transfer,ES,103.99,2026-06-03T07:36:00
20260603-00-00107,toys,transfer,ES,131.56,2026-06-03T06:16:00
20260603-00-00108,toys,card,FR,174.85,2026-06-03T19:28:00
20260603-00-00109,sports,cash,IT,94.25,2026-06-03T02:12:00
20260603-00-00110,toys,wallet,IT,165.79,2026-06-03T19:35:00
20260603-00-00111,books,card,FR,203.6,2026-06-03T19:06:00
20260603-00-00112,toys,transfer,BE,236.3,2026-06-03T17:48:00
20260603-00-00113,fashion,card,ES,234.94,2026-06-03T05:18:00
20260603-00-00114,books,transfer,DE,43.74,2026-06-03T04:07:00
20260603-00-00115,fashion,cash,BE,22.14,2026-06-03T01:00:00
20260603-00-00116,books,wallet,ES,2.14,2026-06-03T23:14:00
20260603-00-00117,groceries,cash,DE,64.53,2026-06-03T05:55:00
20260603-00-00118,toys,card,BE,54.29,2026-06-03T02:55:00
20260603-00-00119,toys,card,BE,166.89,2026-06-03T14:07:00
20260603-00-00120,books,wallet,FR,152.03,2026-06-03T15:33:00
20260603-00-00121,groceries,cash,NL,225.49,2026-06-03T05:51:00
20260603-00-00122,toys,wallet,BE,4.93,2026-06-03T09:25:00
20260603-00-00123,electronics,wallet,IT,28.55,2026-06-03T19:22:00
20260603-00-00124,groceries,card,NL,210.37,2026-06-03T10:57:00
20260603-00-00125,books,cash,BE,102.37,2026-06-03T00:33:00
20260603-00-00126,fashion,card,ES,37.7,2026-06-03T23:18:00
20260603-00-00127,groceries,transfer,FR,122.41,2026-06-03T14:29:00
20260603-00-00128,home,cash,ES,40.81,2026-06-03T11:51:00
20260603-00-00129,books,transfer,ES,159.24,2026-06-03T22:12:00
20260603-00-00130,home,transfer,IT,172.02,2026-06-03T10:31:00
20260603-00-00131,toys,card,DE,168.56,2026-06-03T18:02:00
20260603-00-00132,books,transfer,FR,237.78,2026-06-03T15:52:00
20260603-00-00133,sports,cash,NL,12.6,2026-06-03T17:25:00
20260603-00-00134,toys,cash,NL,240.63,2026-06-03T05:48:00
20260603-00-00135,groceries,cash,ES,111.46,2026-06-03T13:02:00
20260603-00-00136,home,cash,BE,14.28,2026-06-03T01:31:00
20260603-00-00137,home,card,FR,218.29,2026-06-03T19:01:00
20260603-00-00138,fashion,transfer,NL,249.89,2026-06-03T21:55:00
20260603-00-00139,groceries,transfer,FR,9.78,2026-06-03T21:59:00
20260603-00-00140,home,transfer,DE,66.86,2026-06-03T11:46:00
20260603-00-00141,fashion,cash,BE,22.83,2026-06-03T05:57:00
20260603-00-00142,home,transfer,ES,5.3,2026-06-03T09:24:00
20260603-00-00143,groceries,transfer,NL,208.36,2026-06-03T12:25:00
20260603-00-00144,toys,wallet,NL,222.52,2026-06-03T06:16:00
20260603-00-00145,home,wallet,FR,158.77,2026-06-03T11:57:00
20260603-00-00146,electronics,card,IT,204.51,2026-06-03T07:03:00
20260603-00-00147,electronics,cash,ES,59.46,2026-06-03T14:06:00
20260603-00-00148,groceries,card,DE,242.53,2026-06-03T04:39:00
20260603-00-00149,fashion,cash,FR,209.39,2026-06-03T18:09:00
20260603-00-00150,books,cash,BE,88.12,2026-06-03T21:13:00
20260603-00-00151,fashion,card,ES,23.1,2026-06-03T18:12:00
20260603-00-00152,home,wallet,BE,48.47,2026-06-03T02:37:00
20260603-00-00153,books,wallet,NL,110.97,2026-06-03T20:54:00
20260603-00-00154,groceries,card,ES,197.41,2026-06-03T14:47:00
20260603-00-00155,home,transfer,IT,170.1,2026-06-03T00:28:00
20260603-00-00156,fashion,transfer,IT,249.68,2026-06-03T16:41:00
20260603-00-00157,toys,transfer,NL,23.03,2026-06-03T06:21:00
20260603-00-00158,groceries,transfer,ES,152.21,2026-06-03T11:38:00
20260603-00-00159,sports,wallet,NL,48.93,2026-06-03T11:20:00
20260603-00-00160,books,wallet,ES,236.45,2026-06-03T20:10:00
20260603-00-00161,books,wallet,BE,145.09,2026-06-03T22:18:00
20260603-00-00162,books,wallet,DE,45.08,2026-06-03T16:23:00
20260603-00-00163,fashion,transfer,IT,118.23,2026-06-03T00:55:00
20260603-00-00164,sports,cash,IT,214.26,2026-06-03T11:00:00
20260603-00-00165,electronics,transfer,ES,150.26,2026-06-03T06:52:00
20260603-00-00166,sports,transfer,DE,174.95,2026-06-03T10:52:00
20260603-00-00167,books,card,BE,36.19,2026-06-03T14:52:00
20260603-00-00168,toys,transfer,FR,17.03,2026-06-03T16:25:00
20260603-00-00169,home,wallet,NL,69.84,2026-06-03T10:27:00
20260603-00-00170,books,card,IT,122.17,2026-06-03T21:00:00
20260603-00-00171,sports,wallet,FR,124.42,2026-06-03T12:14:00
20260603-00-00172,books,wallet,IT,220.07,2026-06-03T14:48:00
20260603-00-00173,books,transfer,DE,101.37,2026-06-03T00:07:00
20260603-00-00174,sports,card,BE,63.28,2026-06-03T02:43:00
20260603-00-00175,books,wallet,IT,208.78,2026-06-03T22:14:00
20260603-00-00176,groceries,transfer,IT,119.68,2026-06-03T14:06:00
20260603-00-00177,toys,card,ES,10.74,2026-06-03T16:18:00
20260603-00-00178,groceries,cash,FR,130.52,2026-06-03T10:17:00
20260603-00-00179,home,transfer,NL,78.88,2026-06-03T22:26:00
20260603-00-00180,groceries,wallet,BE,32.46,2026-06-03T21:01:00
20260603-00-00181,toys,card,IT,165.38,2026-06-03T18:23:00
20260603-00-00182,electronics,wallet,BE,41.95,2026-06-03T09:56:00
20260603-00-00183,electronics,card,IT,221.18,2026-06-03T07:31:00
20260603-00-00184,groceries,card,IT,66.41,2026-06-03T14:33:00
20260603-00-00185,books,wallet,IT,45.82,2026-06-03T09:54:00
20260603-00-00186,groceries,cash,ES,174.15,2026-06-03T00:58:00
20260603-00-00187,groceries,cash,DE,65.32,2026-06-03T11:38:00
20260603-00-00188,sports,card,ES,140.67,2026-06-03T15:04:00
20260603-00-00189,home,wallet,BE,144.87,2026-06-03T17:52:00
20260603-00-00190,toys,transfer,DE,247.68,2026-06-03T11:50:00
20260603-00-00191,fashion,wallet,FR,226.27,2026-06-03T19:09:00
20260603-00-00192,toys,transfer,FR,48.74,2026-06-03T02:32:00
20260603-00-00193,groceries,card,ES,64.11,2026-06-03T02:57:00
20260603-00-00194,electronics,cash,ES,39.85,2026-06-03T07:42:00
20260603-00-00195,electronics,cash,FR,22.29,2026-06-03T05:46:00
20260603-00-00196,books,transfer,FR,66.01,2026-06-03T23:02:00
20260603-00-00197,books,card,FR,243.3,2026-06-03T08:10:00
20260603-00-00198,toys,card,IT,35.19,2026-06-03T02:33:00
20260603-00-00199,fashion,card,IT,203.66,2026-06-03T03:45:00
